id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count,user_id,image_url
T011,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-01-11,4.2,75,U017,https://via.placeholder.com/150
T012,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-01-12,4.8,200,U010,https://via.placeholder.com/150
T012,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-01-12,4.4,90,U012,https://via.placeholder.com/150
T012,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-01-12,4.6,130,U011,https://via.placeholder.com/150
T013,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-01-13,4.4,90,U033,https://via.placeholder.com/150
T013,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-01-13,4.6,130,U037,https://via.placeholder.com/150
T013,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-01-13,4.7,120,U028,https://via.placeholder.com/150
T014,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-01-14,4.8,200,U042,https://via.placeholder.com/150
T014,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-01-14,4.2,75,U041,https://via.placeholder.com/150
T014,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-01-14,4.7,120,U035,https://via.placeholder.com/150
T015,External HDD,Seagate,en,1TB Portable,3500,2023-01-15,4.6,150,U031,https://via.placeholder.com/150
T015,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-01-15,4.5,110,U030,https://via.placeholder.com/150
T016,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-01-16,4.7,120,U034,https://via.placeholder.com/150
T016,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-01-16,4.8,200,U039,https://via.placeholder.com/150
T017,External HDD,Seagate,en,1TB Portable,3500,2023-01-17,4.6,150,U016,https://via.placeholder.com/150
T017,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-01-17,4.6,130,U045,https://via.placeholder.com/150
T018,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-01-18,4.6,130,U016,https://via.placeholder.com/150
T018,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-01-18,4.8,200,U013,https://via.placeholder.com/150
T019,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-01-19,4.6,130,U012,https://via.placeholder.com/150
T019,External HDD,Seagate,en,1TB Portable,3500,2023-01-19,4.6,150,U050,https://via.placeholder.com/150
T019,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-01-19,4.7,120,U001,https://via.placeholder.com/150
T020,External HDD,Seagate,en,1TB Portable,3500,2023-01-20,4.6,150,U034,https://via.placeholder.com/150
T020,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-01-20,4.5,110,U028,https://via.placeholder.com/150
T020,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-01-20,4.5,100,U011,https://via.placeholder.com/150
T020,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-01-20,4.4,90,U015,https://via.placeholder.com/150
T021,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-01-21,4.6,130,U032,https://via.placeholder.com/150
T021,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-01-21,4.7,120,U043,https://via.placeholder.com/150
T022,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-01-22,4.7,120,U028,https://via.placeholder.com/150
T022,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-01-22,4.2,75,U025,https://via.placeholder.com/150
T022,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-01-22,4.4,90,U050,https://via.placeholder.com/150
T022,External HDD,Seagate,en,1TB Portable,3500,2023-01-22,4.6,150,U036,https://via.placeholder.com/150
T023,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-01-23,4.7,120,U018,https://via.placeholder.com/150
T023,External HDD,Seagate,en,1TB Portable,3500,2023-01-23,4.6,150,U050,https://via.placeholder.com/150
T024,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-01-24,4.5,100,U037,https://via.placeholder.com/150
T024,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-01-24,4.3,85,U024,https://via.placeholder.com/150
T024,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-01-24,4.2,75,U035,https://via.placeholder.com/150
T024,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-01-24,4.8,200,U017,https://via.placeholder.com/150
T025,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-01-25,4.4,90,U024,https://via.placeholder.com/150
T025,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-01-25,4.7,120,U035,https://via.placeholder.com/150
T026,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-01-26,4.9,250,U021,https://via.placeholder.com/150
T026,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-01-26,4.7,120,U038,https://via.placeholder.com/150
T026,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-01-26,4.4,90,U029,https://via.placeholder.com/150
T026,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-01-26,4.5,100,U050,https://via.placeholder.com/150
T027,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-01-27,4.6,130,U045,https://via.placeholder.com/150
T027,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-01-27,4.8,200,U001,https://via.placeholder.com/150
T028,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-01-28,4.2,75,U049,https://via.placeholder.com/150
T028,External HDD,Seagate,en,1TB Portable,3500,2023-01-28,4.6,150,U025,https://via.placeholder.com/150
T028,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-01-28,4.4,90,U024,https://via.placeholder.com/150
T028,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-01-28,4.6,130,U018,https://via.placeholder.com/150
T029,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-01-29,4.2,75,U047,https://via.placeholder.com/150
T029,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-01-29,4.8,200,U032,https://via.placeholder.com/150
T029,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-01-29,4.7,120,U044,https://via.placeholder.com/150
T029,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-01-29,4.4,90,U035,https://via.placeholder.com/150
T030,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-01-30,4.7,120,U032,https://via.placeholder.com/150
T030,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-01-30,4.6,130,U030,https://via.placeholder.com/150
T030,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-01-30,4.5,110,U044,https://via.placeholder.com/150
T030,External HDD,Seagate,en,1TB Portable,3500,2023-01-30,4.6,150,U047,https://via.placeholder.com/150
T031,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-01-31,4.3,85,U027,https://via.placeholder.com/150
T031,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-01-31,4.5,100,U036,https://via.placeholder.com/150
T032,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-02-01,4.6,130,U022,https://via.placeholder.com/150
T032,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-02-01,4.9,250,U022,https://via.placeholder.com/150
T033,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-02-02,4.9,250,U002,https://via.placeholder.com/150
T033,External HDD,Seagate,en,1TB Portable,3500,2023-02-02,4.6,150,U018,https://via.placeholder.com/150
T033,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-02-02,4.7,120,U014,https://via.placeholder.com/150
T034,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-02-03,4.2,75,U006,https://via.placeholder.com/150
T034,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-02-03,4.3,85,U036,https://via.placeholder.com/150
T035,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-02-04,4.2,75,U031,https://via.placeholder.com/150
T035,External HDD,Seagate,en,1TB Portable,3500,2023-02-04,4.6,150,U034,https://via.placeholder.com/150
T036,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-02-05,4.5,100,U046,https://via.placeholder.com/150
T036,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-02-05,4.9,250,U050,https://via.placeholder.com/150
T036,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-02-05,4.2,75,U003,https://via.placeholder.com/150
T037,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-02-06,4.4,90,U048,https://via.placeholder.com/150
T037,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-02-06,4.9,250,U023,https://via.placeholder.com/150
T037,External HDD,Seagate,en,1TB Portable,3500,2023-02-06,4.6,150,U024,https://via.placeholder.com/150
T037,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-02-06,4.6,130,U006,https://via.placeholder.com/150
T038,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-02-07,4.2,75,U036,https://via.placeholder.com/150
T038,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-02-07,4.8,200,U026,https://via.placeholder.com/150
T038,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-02-07,4.7,120,U020,https://via.placeholder.com/150
T039,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-02-08,4.4,90,U029,https://via.placeholder.com/150
T039,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-02-08,4.3,85,U048,https://via.placeholder.com/150
T039,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-02-08,4.9,250,U023,https://via.placeholder.com/150
T039,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-02-08,4.2,75,U014,https://via.placeholder.com/150
T040,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-02-09,4.2,75,U024,https://via.placeholder.com/150
T040,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-02-09,4.5,110,U008,https://via.placeholder.com/150
T041,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-02-10,4.9,250,U010,https://via.placeholder.com/150
T041,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-02-10,4.7,120,U015,https://via.placeholder.com/150
T042,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-02-11,4.7,120,U010,https://via.placeholder.com/150
T042,External HDD,Seagate,en,1TB Portable,3500,2023-02-11,4.6,150,U013,https://via.placeholder.com/150
T042,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-02-11,4.9,250,U025,https://via.placeholder.com/150
T043,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-02-12,4.2,75,U022,https://via.placeholder.com/150
T043,External HDD,Seagate,en,1TB Portable,3500,2023-02-12,4.6,150,U042,https://via.placeholder.com/150
T043,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-02-12,4.5,110,U026,https://via.placeholder.com/150
T044,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-02-13,4.5,110,U006,https://via.placeholder.com/150
T044,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-02-13,4.3,85,U028,https://via.placeholder.com/150
T045,External HDD,Seagate,en,1TB Portable,3500,2023-02-14,4.6,150,U024,https://via.placeholder.com/150
T045,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-02-14,4.9,250,U026,https://via.placeholder.com/150
T045,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-02-14,4.4,90,U020,https://via.placeholder.com/150
T046,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-02-15,4.7,120,U018,https://via.placeholder.com/150
T046,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-02-15,4.5,100,U039,https://via.placeholder.com/150
T046,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-02-15,4.9,250,U050,https://via.placeholder.com/150
T046,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-02-15,4.8,200,U032,https://via.placeholder.com/150
T047,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-02-16,4.7,120,U004,https://via.placeholder.com/150
T047,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-02-16,4.3,85,U007,https://via.placeholder.com/150
T047,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-02-16,4.2,75,U026,https://via.placeholder.com/150
T048,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-02-17,4.8,200,U041,https://via.placeholder.com/150
T048,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-02-17,4.7,120,U041,https://via.placeholder.com/150
T048,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-02-17,4.5,100,U036,https://via.placeholder.com/150
T048,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-02-17,4.3,85,U009,https://via.placeholder.com/150
T049,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-02-18,4.7,120,U044,https://via.placeholder.com/150
T049,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-02-18,4.4,90,U049,https://via.placeholder.com/150
T049,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-02-18,4.9,250,U025,https://via.placeholder.com/150
T050,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-02-19,4.3,85,U048,https://via.placeholder.com/150
T050,External HDD,Seagate,en,1TB Portable,3500,2023-02-19,4.6,150,U045,https://via.placeholder.com/150
T050,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-02-19,4.7,120,U005,https://via.placeholder.com/150
T051,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-02-20,4.7,120,U042,https://via.placeholder.com/150
T051,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-02-20,4.2,75,U032,https://via.placeholder.com/150
T051,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-02-20,4.6,130,U019,https://via.placeholder.com/150
T051,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-02-20,4.3,85,U012,https://via.placeholder.com/150
T052,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-02-21,4.6,130,U030,https://via.placeholder.com/150
T052,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-02-21,4.5,100,U006,https://via.placeholder.com/150
T052,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-02-21,4.8,200,U001,https://via.placeholder.com/150
T052,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-02-21,4.4,90,U017,https://via.placeholder.com/150
T053,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-02-22,4.4,90,U001,https://via.placeholder.com/150
T053,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-02-22,4.7,120,U050,https://via.placeholder.com/150
T053,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-02-22,4.8,200,U038,https://via.placeholder.com/150
T053,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-02-22,4.9,250,U018,https://via.placeholder.com/150
T054,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-02-23,4.9,250,U008,https://via.placeholder.com/150
T054,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-02-23,4.3,85,U048,https://via.placeholder.com/150
T055,External HDD,Seagate,en,1TB Portable,3500,2023-02-24,4.6,150,U029,https://via.placeholder.com/150
T055,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-02-24,4.5,100,U003,https://via.placeholder.com/150
T055,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-02-24,4.6,130,U002,https://via.placeholder.com/150
T056,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-02-25,4.3,85,U028,https://via.placeholder.com/150
T056,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-02-25,4.2,75,U006,https://via.placeholder.com/150
T057,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-02-26,4.2,75,U028,https://via.placeholder.com/150
T057,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-02-26,4.5,100,U043,https://via.placeholder.com/150
T058,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-02-27,4.7,120,U015,https://via.placeholder.com/150
T058,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-02-27,4.5,110,U012,https://via.placeholder.com/150
T058,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-02-27,4.5,100,U037,https://via.placeholder.com/150
T058,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-02-27,4.3,85,U014,https://via.placeholder.com/150
T059,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-02-28,4.4,90,U012,https://via.placeholder.com/150
T059,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-02-28,4.6,130,U038,https://via.placeholder.com/150
T059,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-02-28,4.8,200,U035,https://via.placeholder.com/150
T060,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-03-01,4.3,85,U030,https://via.placeholder.com/150
T060,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-03-01,4.5,110,U014,https://via.placeholder.com/150
T060,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-03-01,4.2,75,U043,https://via.placeholder.com/150
T060,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-03-01,4.6,130,U031,https://via.placeholder.com/150
T061,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-03-02,4.6,130,U007,https://via.placeholder.com/150
T061,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-03-02,4.5,110,U002,https://via.placeholder.com/150
T062,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-03-03,4.7,120,U043,https://via.placeholder.com/150
T062,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-03-03,4.2,75,U015,https://via.placeholder.com/150
T063,External HDD,Seagate,en,1TB Portable,3500,2023-03-04,4.6,150,U050,https://via.placeholder.com/150
T063,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-03-04,4.9,250,U044,https://via.placeholder.com/150
T063,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-03-04,4.2,75,U002,https://via.placeholder.com/150
T064,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-03-05,4.9,250,U015,https://via.placeholder.com/150
T064,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-03-05,4.2,75,U035,https://via.placeholder.com/150
T064,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-03-05,4.8,200,U014,https://via.placeholder.com/150
T064,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-03-05,4.5,110,U030,https://via.placeholder.com/150
T065,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-03-06,4.9,250,U047,https://via.placeholder.com/150
T065,Headphones,Accessorie: JBL,en,"Over-ear, Wireless",2500,2023-03-06,4.6,130,U027,https://via.placeholder.com/150
T065,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-03-06,4.5,110,U009,https://via.placeholder.com/150
T065,USB Hub,Accessorie: Anker,en,4-Port USB,1500,2023-03-06,4.7,120,U002,https://via.placeholder.com/150
T066,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-03-07,4.5,110,U033,https://via.placeholder.com/150
T066,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-03-07,4.5,100,U050,https://via.placeholder.com/150
T066,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-03-07,4.3,85,U030,https://via.placeholder.com/150
T067,Laptop Stand,Accessorie: AmazonBasics,en,Adjustable,999,2023-03-08,4.2,75,U015,https://via.placeholder.com/150
T067,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-03-08,4.4,90,U037,https://via.placeholder.com/150
T067,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-03-08,4.8,200,U034,https://via.placeholder.com/150
T067,Earphones,Accessorie: boAt,en,"In-ear, Wireless",999,2023-03-08,4.3,85,U042,https://via.placeholder.com/150
T068,Keyboard,Accessorie: HP,en,Mechanical,1200,2023-03-09,4.5,110,U046,https://via.placeholder.com/150
T068,Laptop,Electronics: Dell,en,"i5, 8GB RAM",45000,2023-03-09,4.9,250,U003,https://via.placeholder.com/150
T068,External HDD,Seagate,en,1TB Portable,3500,2023-03-09,4.6,150,U002,https://via.placeholder.com/150
T068,Mouse,Accessorie: Logitech,en,Wireless Optical,700,2023-03-09,4.4,90,U009,https://via.placeholder.com/150
T069,Webcam,Accessorie: Logitech,en,1800 HD 1080p,1800,2023-03-10,4.5,100,U020,https://via.placeholder.com/150
T069,Monitor,Electronics: Samsung,en,24-inch Full HD,12000,2023-03-10,4.8,200,U005,https://via.placeholder.com/150
T100,Webcam X,Accessorie: Logitech,en,1800 HD 1080p,713,2024-12-25,3.6,195,U109,https://via.placeholder.com/150
T101,Earphones 2025,Accessorie: boAt,en,"In-ear, Wireless",3833,2023-04-23,4.8,165,U172,https://via.placeholder.com/150
T102,USB Hub 2025,Accessorie: Anker,en,4-Port USB,1026,2023-07-25,4.7,233,U204,https://via.placeholder.com/150
T103,Monitor X,Electronics: Samsung,en,24-inch Full HD,1203,2024-02-28,3.8,98,U200,https://via.placeholder.com/150
T104,Earphones 2025,Accessorie: boAt,en,"In-ear, Wireless",2779,2024-01-04,4.1,171,U053,https://via.placeholder.com/150
T105,External HDD X,Seagate,en,1TB Portable,4909,2023-08-14,3.6,186,U150,https://via.placeholder.com/150
T106,Laptop Stand 2025,Accessorie: AmazonBasics,en,Adjustable,3641,2025-04-08,3.5,68,U082,https://via.placeholder.com/150
T107,Mouse Plus,Accessorie: Logitech,en,Wireless Optical,3790,2024-12-20,4.6,222,U285,https://via.placeholder.com/150
T108,USB Hub X,Accessorie: Anker,en,4-Port USB,12354,2024-08-10,4.9,200,U220,https://via.placeholder.com/150
T109,Keyboard 2025,Accessorie: HP,en,Mechanical,9843,2024-08-29,4.3,124,U273,https://via.placeholder.com/150
T110,USB Hub Plus,Accessorie: Anker,en,4-Port USB,4369,2024-04-23,4.1,92,U030,https://via.placeholder.com/150
T111,Keyboard 2025,Accessorie: HP,en,Mechanical,14656,2024-01-03,3.6,126,U279,https://via.placeholder.com/150
T112,Monitor X,Electronics: Samsung,en,24-inch Full HD,3430,2025-04-10,3.8,184,U147,https://via.placeholder.com/150
T113,Mouse 2025,Accessorie: Logitech,en,Wireless Optical,4034,2023-05-28,4.7,189,U257,https://via.placeholder.com/150
T114,USB Hub 2025,Accessorie: Anker,en,4-Port USB,5107,2023-05-25,4.8,220,U076,https://via.placeholder.com/150
T115,Headphones Plus,Accessorie: JBL,en,"Over-ear, Wireless",6590,2025-02-07,4.0,149,U086,https://via.placeholder.com/150
T116,Earphones Pro,Accessorie: boAt,en,"In-ear, Wireless",11749,2024-09-12,4.4,195,U230,https://via.placeholder.com/150
T117,Laptop Stand Plus,Accessorie: AmazonBasics,en,Adjustable,5868,2024-09-14,5.0,213,U198,https://via.placeholder.com/150
T118,Mouse X,Accessorie: Logitech,en,Wireless Optical,12976,2024-11-16,3.9,242,U092,https://via.placeholder.com/150
T119,Monitor 2025,Electronics: Samsung,en,24-inch Full HD,14839,2025-02-26,4.6,147,U018,https://via.placeholder.com/150
T120,Keyboard 2025,Accessorie: HP,en,Mechanical,8129,2025-04-11,3.6,51,U040,https://via.placeholder.com/150
T121,Webcam Pro,Accessorie: Logitech,en,HD 1080p,10033,2024-12-19,3.8,216,U203,https://via.placeholder.com/150
T122,Monitor X,Electronics: Samsung,en,24-inch Full HD,14141,2025-01-29,4.6,217,U090,https://via.placeholder.com/150
T123,External HDD Pro,Seagate,en,1TB Portable,9333,2023-12-30,4.6,186,U259,https://via.placeholder.com/150
T124,Laptop Plus,Electronics: Dell,en,"i5, 8GB RAM",11348,2023-11-10,3.9,132,U169,https://via.placeholder.com/150
T125,Mouse X,Accessorie: Logitech,en,Wireless Optical,6030,2023-07-03,4.3,232,U273,https://via.placeholder.com/150
T126,Laptop Stand 2025,Accessorie: AmazonBasics,en,Adjustable,1867,2023-06-04,4.4,189,U155,https://via.placeholder.com/150
